"hw.number","mean.temp","max.temp","min.temp","length","start.date","end.date","start.doy","start.month","days.above.80","days.above.85","days.above.90","days.above.95","days.above.99th","days.above.99.5th","first.in.season","threshold","mean.temp.quantile","max.temp.quantile","min.temp.quantile","mean.temp.1","mean.summer.temp","city"
25,85.3268,87.638,81.4280000000001,5,2073-07-09,2073-07-13,189,7,5,3,0,0,4,3,0,81.2119999999999,0.99972602739726,1,0.982191780821918,55.3434849315068,71.1536823529412,"ny"
26,87.4301,93.398,81.446,20,2073-07-17,2073-08-05,197,7,20,12,6,0,18,15,0,81.2119999999999,1,1,0.982465753424658,55.3434849315068,71.1536823529412,"ny"
27,83.516,84.722,81.4999999999999,3,2073-08-09,2073-08-11,220,8,3,0,0,0,2,2,0,81.2119999999999,0.994246575342466,0.999178082191781,0.982739726027397,55.3434849315068,71.1536823529412,"ny"
28,83.5090769230769,86.414,81.392,13,2073-08-16,2073-08-28,227,8,13,3,0,0,8,5,0,81.2119999999999,0.994246575342466,1,0.981917808219178,55.3434849315068,71.1536823529412,"ny"
29,82.85,83.7499999999999,81.4999999999999,3,2073-09-06,2073-09-08,248,9,3,0,0,0,2,1,0,81.2119999999999,0.990958904109589,0.995342465753425,0.982739726027397,55.3434849315068,71.1536823529412,"ny"
30,83.2892,84.506,81.4819999999999,5,2073-09-17,2073-09-21,259,9,5,0,0,0,3,3,0,81.2119999999999,0.993150684931507,0.998630136986301,0.982465753424658,55.3434849315068,71.1536823529412,"ny"
31,85.154,88.16,83.588,5,2074-06-27,2074-07-01,177,6,5,2,0,0,5,4,1,81.2119999999999,0.999178082191781,1,0.994794520547945,55.3434849315068,71.1536823529412,"ny"
32,81.608,81.878,81.338,2,2074-07-03,2074-07-04,183,7,2,0,0,0,0,0,0,81.2119999999999,0.983013698630137,0.986301369863014,0.981643835616438,55.3434849315068,71.1536823529412,"ny"
33,86.3207272727273,92.444,81.2659999999999,11,2074-07-06,2074-07-16,186,7,11,7,2,0,8,7,0,81.2119999999999,1,1,0.980821917808219,55.3434849315068,71.1536823529412,"ny"
34,83.894,84.2899999999999,83.4260000000001,3,2074-07-18,2074-07-20,198,7,3,0,0,0,3,2,0,81.2119999999999,0.995616438356164,0.997808219178082,0.993972602739726,55.3434849315068,71.1536823529412,"ny"
35,88.814,92.8940000000001,83.714,12,2074-07-22,2074-08-02,202,7,12,11,5,0,12,12,0,81.2119999999999,1,1,0.995342465753425,55.3434849315068,71.1536823529412,"ny"
36,87.4791764705882,93.3260000000001,81.914,17,2074-08-05,2074-08-21,216,8,17,15,3,0,16,16,0,81.2119999999999,1,1,0.986575342465753,55.3434849315068,71.1536823529412,"ny"
37,85.574,88.2499999999999,83.858,3,2074-08-25,2074-08-27,236,8,3,1,0,0,3,3,0,81.2119999999999,0.99972602739726,1,0.995616438356164,55.3434849315068,71.1536823529412,"ny"
38,85.55225,90.23,81.518,8,2074-09-03,2074-09-10,245,9,8,4,1,0,6,4,0,81.2119999999999,0.99972602739726,1,0.982739726027397,55.3434849315068,71.1536823529412,"ny"
39,84.686,88.268,82.436,4,2075-06-04,2075-06-07,154,6,4,2,0,0,3,2,1,81.2119999999999,0.998904109589041,1,0.98958904109589,55.3434849315068,71.1536823529412,"ny"
40,82.886,83.5339999999999,82.238,2,2075-06-10,2075-06-11,160,6,2,0,0,0,1,0,0,81.2119999999999,0.990958904109589,0.994246575342466,0.988493150684931,55.3434849315068,71.1536823529412,"ny"
41,83.4243636363636,86.0539999999999,82.0760000000001,11,2075-06-22,2075-07-02,172,6,11,1,0,0,6,5,0,81.2119999999999,0.993972602739726,1,0.988219178082192,55.3434849315068,71.1536823529412,"ny"
42,86.624,93.758,81.518,15,2075-07-04,2075-07-18,184,7,15,10,2,0,12,11,0,81.2119999999999,1,1,0.982739726027397,55.3434849315068,71.1536823529412,"ny"
43,86.3474,94.2079999999999,81.788,20,2075-07-25,2075-08-13,205,7,20,11,6,0,15,13,0,81.2119999999999,1,1,0.984931506849315,55.3434849315068,71.1536823529412,"ny"
44,83.6059999999999,84.488,82.9399999999999,3,2075-08-25,2075-08-27,236,8,3,0,0,0,3,1,0,81.2119999999999,0.994794520547945,0.998630136986301,0.991506849315068,55.3434849315068,71.1536823529412,"ny"
45,82.6819999999999,83.5159999999999,81.4819999999999,6,2075-08-31,2075-09-05,242,8,6,0,0,0,4,0,0,81.2119999999999,0.99041095890411,0.994246575342466,0.982465753424658,55.3434849315068,71.1536823529412,"ny"
46,82.397,83.4619999999999,81.248,6,2075-09-09,2075-09-14,251,9,6,0,0,0,3,0,0,81.2119999999999,0.98958904109589,0.994246575342466,0.980547945205479,55.3434849315068,71.1536823529412,"ny"
47,83.216,84.11,81.446,3,2076-06-13,2076-06-15,164,6,3,0,0,0,2,2,1,81.2119999999999,0.992876712328767,0.997260273972603,0.982465753424658,55.3434849315068,71.1536823529412,"ny"
48,84.248,86.954,82.292,3,2076-07-05,2076-07-07,186,7,3,1,0,0,2,1,0,81.2119999999999,0.997534246575343,1,0.989041095890411,55.3434849315068,71.1536823529412,"ny"
49,81.428,81.6440000000001,81.2119999999999,2,2076-07-09,2076-07-10,190,7,2,0,0,0,0,0,0,81.2119999999999,0.982191780821918,0.983013698630137,0.98027397260274,55.3434849315068,71.1536823529412,"ny"
