"hw.number","mean.temp","max.temp","min.temp","length","start.date","end.date","start.doy","start.month","days.above.80","days.above.85","days.above.90","days.above.95","days.above.99th","days.above.99.5th","first.in.season","threshold","mean.temp.quantile","max.temp.quantile","min.temp.quantile","mean.temp.1","mean.summer.temp","city"
18,79.7809999999999,80.3839999999998,79.1780000000001,2,2072-06-30,2072-07-01,181,6,1,0,0,0,1,0,1,78.1167199999999,0.991232876712329,0.993150684931507,0.989315068493151,57.4712920547945,68.5630470588235,"ny"
19,79.601,80.51,78.692,2,2072-07-25,2072-07-26,206,7,1,0,0,0,1,0,0,78.1167199999999,0.99013698630137,0.993424657534247,0.985753424657534,57.4712920547945,68.5630470588235,"ny"
20,79.661,80.78,78.9260000000001,6,2072-07-30,2072-08-04,211,7,2,0,0,0,3,1,0,78.1167199999999,0.990684931506849,0.995342465753425,0.987123287671233,57.4712920547945,68.5630470588235,"ny"
21,80.732,84.182,78.53,9,2072-08-10,2072-08-18,222,8,6,0,0,0,6,5,0,78.1167199999999,0.994794520547945,0.999452054794521,0.983561643835616,57.4712920547945,68.5630470588235,"ny"
22,80.222,81.122,79.3219999999999,2,2072-08-20,2072-08-21,232,8,1,0,0,0,1,1,0,78.1167199999999,0.992602739726027,0.996164383561644,0.98958904109589,57.4712920547945,68.5630470588235,"ny"
23,81.752,82.256,81.248,2,2072-08-25,2072-08-26,237,8,2,0,0,0,2,2,0,78.1167199999999,0.996712328767123,0.996986301369863,0.996164383561644,57.4712920547945,68.5630470588235,"ny"
24,80.15,83.3,78.4399999999999,3,2073-06-27,2073-06-29,177,6,1,0,0,0,1,1,1,78.1167199999999,0.992328767123288,0.998630136986301,0.983561643835616,57.4712920547945,68.5630470588235,"ny"
25,84.9976666666666,91.3999999999999,78.6200000000001,54,2073-07-16,2073-09-07,196,7,48,29,4,0,49,46,0,78.1167199999999,1,1,0.984931506849315,57.4712920547945,68.5630470588235,"ny"
26,80.4997142857142,81.626,79.07,7,2073-09-10,2073-09-16,252,9,6,0,0,0,6,3,0,78.1167199999999,0.993424657534247,0.996712328767123,0.988767123287671,57.4712920547945,68.5630470588235,"ny"
27,83.2529677419355,91.094,78.1879999999999,31,2074-07-04,2074-08-03,184,7,26,8,1,0,27,25,1,78.1167199999999,0.998630136986301,1,0.980547945205479,57.4712920547945,68.5630470588235,"ny"
28,83.426,88.8079999999999,78.512,19,2074-08-08,2074-08-26,219,8,16,5,0,0,17,16,0,78.1167199999999,0.998904109589041,1,0.983561643835616,57.4712920547945,68.5630470588235,"ny"
29,79.457,80.456,78.512,4,2074-09-03,2074-09-06,245,9,2,0,0,0,2,0,0,78.1167199999999,0.98986301369863,0.993424657534247,0.983561643835616,57.4712920547945,68.5630470588235,"ny"
30,78.665,79.1780000000001,78.152,2,2074-09-08,2074-09-09,250,9,0,0,0,0,0,0,0,78.1167199999999,0.985205479452055,0.989315068493151,0.98027397260274,57.4712920547945,68.5630470588235,"ny"
31,80.693,83.6060000000001,78.314,6,2075-07-03,2075-07-08,183,7,4,0,0,0,4,3,1,78.1167199999999,0.994520547945206,0.999178082191781,0.982465753424658,57.4712920547945,68.5630470588235,"ny"
32,83.5185714285714,89.7260000000001,78.1339999999998,21,2075-07-10,2075-07-30,190,7,18,7,0,0,18,17,0,78.1167199999999,0.998904109589041,1,0.98,57.4712920547945,68.5630470588235,"ny"
33,83.0134117647059,87.818,78.4399999999999,51,2075-08-01,2075-09-20,212,8,45,15,0,0,46,40,0,78.1167199999999,0.998082191780822,1,0.983561643835616,57.4712920547945,68.5630470588235,"ny"
34,82.922,83.354,82.49,2,2076-06-06,2076-06-07,157,6,2,0,0,0,2,2,1,78.1167199999999,0.998082191780822,0.998904109589041,0.997534246575343,57.4712920547945,68.5630470588235,"ny"
35,82.14,84.128,79.8079999999999,9,2076-06-30,2076-07-08,181,6,7,0,0,0,9,5,0,78.1167199999999,0.996986301369863,0.999452054794521,0.991232876712329,57.4712920547945,68.5630470588235,"ny"
36,79.73,80.5280000000001,78.908,3,2076-07-13,2076-07-15,194,7,1,0,0,0,2,0,0,78.1167199999999,0.990958904109589,0.993424657534247,0.986849315068493,57.4712920547945,68.5630470588235,"ny"
37,80.472,82.472,78.422,9,2076-07-20,2076-07-28,201,7,4,0,0,0,6,4,0,78.1167199999999,0.993424657534247,0.997534246575343,0.983287671232877,57.4712920547945,68.5630470588235,"ny"
38,81.1464285714286,84.2,78.5839999999999,14,2076-07-30,2076-08-12,211,7,9,0,0,0,10,9,0,78.1167199999999,0.996164383561644,0.999452054794521,0.984383561643836,57.4712920547945,68.5630470588235,"ny"
39,83.15,87.008,78.4399999999999,6,2076-08-14,2076-08-19,226,8,4,2,0,0,5,4,0,78.1167199999999,0.998082191780822,1,0.983561643835616,57.4712920547945,68.5630470588235,"ny"
40,80.2605714285714,83.8039999999999,78.4579999999999,14,2076-08-25,2076-09-07,237,8,8,0,0,0,8,5,0,78.1167199999999,0.992876712328767,0.999452054794521,0.983561643835616,57.4712920547945,68.5630470588235,"ny"
41,79.187,80.204,78.17,2,2076-09-09,2076-09-10,252,9,1,0,0,0,1,0,0,78.1167199999999,0.989315068493151,0.992602739726027,0.98027397260274,57.4712920547945,68.5630470588235,"ny"
42,81.1625,81.968,80.204,4,2077-06-05,2077-06-08,155,6,4,0,0,0,4,3,1,78.1167199999999,0.996164383561644,0.996986301369863,0.992602739726027,57.4712920547945,68.5630470588235,"ny"
43,79.961,81.1399999999999,78.782,2,2077-06-24,2077-06-25,174,6,1,0,0,0,1,1,0,78.1167199999999,0.992328767123288,0.996164383561644,0.986301369863014,57.4712920547945,68.5630470588235,"ny"
44,83.8535,88.0159999999999,80.6,8,2077-07-05,2077-07-12,185,7,8,3,0,0,8,6,0,78.1167199999999,0.999452054794521,1,0.993424657534247,57.4712920547945,68.5630470588235,"ny"
45,80.942,81.896,79.988,2,2077-07-16,2077-07-17,196,7,1,0,0,0,2,1,0,78.1167199999999,0.995342465753425,0.996986301369863,0.992328767123288,57.4712920547945,68.5630470588235,"ny"
46,83.78285,90.536,78.1339999999998,40,2077-07-28,2077-09-05,208,7,32,15,2,0,37,31,0,78.1167199999999,0.999178082191781,1,0.98,57.4712920547945,68.5630470588235,"ny"
47,78.572,78.9619999999999,78.2780000000001,3,2077-09-10,2077-09-12,252,9,0,0,0,0,0,0,0,78.1167199999999,0.984383561643836,0.987397260273973,0.982191780821918,57.4712920547945,68.5630470588235,"ny"
48,82.358375,84.8839999999998,79.754,16,2077-09-15,2077-09-30,257,9,14,0,0,0,16,12,0,78.1167199999999,0.996986301369863,1,0.991232876712329,57.4712920547945,68.5630470588235,"ny"
49,79.4705,81.3560000000001,78.26,4,2078-06-19,2078-06-22,169,6,1,0,0,0,2,1,1,78.1167199999999,0.98986301369863,0.996164383561644,0.982191780821918,57.4712920547945,68.5630470588235,"ny"
50,79.0159999999999,79.8079999999999,78.494,3,2078-06-29,2078-07-01,179,6,0,0,0,0,1,0,0,78.1167199999999,0.987945205479452,0.991232876712329,0.983561643835616,57.4712920547945,68.5630470588235,"ny"
51,79.988,80.8700000000001,78.71,3,2078-07-03,2078-07-05,183,7,2,0,0,0,2,1,0,78.1167199999999,0.992328767123288,0.995342465753425,0.985753424657534,57.4712920547945,68.5630470588235,"ny"
52,82.0483076923077,86.126,78.1339999999998,52,2078-07-08,2078-08-28,188,7,46,3,0,0,49,36,0,78.1167199999999,0.996986301369863,1,0.98,57.4712920547945,68.5630470588235,"ny"
53,80.114,81.05,78.386,3,2079-06-10,2079-06-12,160,6,2,0,0,0,2,2,1,78.1167199999999,0.992328767123288,0.995616438356164,0.982739726027397,57.4712920547945,68.5630470588235,"ny"
54,79.3489999999999,79.8079999999999,78.8899999999999,2,2079-06-17,2079-06-18,167,6,0,0,0,0,1,0,0,78.1167199999999,0.98958904109589,0.991232876712329,0.986575342465753,57.4712920547945,68.5630470588235,"ny"
55,79.7822857142857,81.518,78.8,7,2079-06-30,2079-07-06,180,6,2,0,0,0,4,1,0,78.1167199999999,0.991232876712329,0.996712328767123,0.986301369863014,57.4712920547945,68.5630470588235,"ny"
56,83.1083243243243,87.1159999999999,79.8619999999999,37,2079-07-13,2079-08-18,193,7,35,8,0,0,37,34,0,78.1167199999999,0.998082191780822,1,0.991780821917808,57.4712920547945,68.5630470588235,"ny"
57,79.4975,80.564,78.368,8,2079-08-22,2079-08-29,233,8,3,0,0,0,5,0,0,78.1167199999999,0.98986301369863,0.993424657534247,0.982739726027397,57.4712920547945,68.5630470588235,"ny"
58,81.149,81.896,80.402,2,2079-09-03,2079-09-04,245,9,2,0,0,0,2,1,0,78.1167199999999,0.996164383561644,0.996986301369863,0.993424657534247,57.4712920547945,68.5630470588235,"ny"
59,82.296,84.4520000000001,78.9619999999999,9,2079-09-09,2079-09-17,251,9,7,0,0,0,8,6,0,78.1167199999999,0.996986301369863,1,0.987397260273973,57.4712920547945,68.5630470588235,"ny"
60,78.3949999999999,78.4399999999999,78.35,2,2079-10-01,2079-10-02,273,10,0,0,0,0,0,0,0,78.1167199999999,0.982739726027397,0.983561643835616,0.982465753424658,57.4712920547945,68.5630470588235,"ny"
1,81.5324,85.9819999999999,78.296,10,2070-06-13,2070-06-22,163,6,7,2,0,0,8,5,1,78.1167199999999,0.996712328767123,1,0.982191780821918,57.4712920547945,68.5630470588235,"nwk"
2,81.4676,84.8659999999999,78.2780000000001,15,2070-06-25,2070-07-09,175,6,12,0,0,0,12,11,0,78.1167199999999,0.996164383561644,1,0.982191780821918,57.4712920547945,68.5630470588235,"nwk"
3,80.6765,81.77,79.214,4,2070-07-11,2070-07-14,191,7,3,0,0,0,3,2,0,78.1167199999999,0.993972602739726,0.996712328767123,0.989315068493151,57.4712920547945,68.5630470588235,"nwk"
4,79.844,80.7260000000001,78.9619999999999,2,2070-07-17,2070-07-18,197,7,1,0,0,0,1,0,0,78.1167199999999,0.991232876712329,0.994794520547945,0.987397260273973,57.4712920547945,68.5630470588235,"nwk"
5,84.7068125,90.392,78.638,32,2070-07-20,2070-08-20,200,7,30,13,2,0,31,28,0,78.1167199999999,1,1,0.984931506849315,57.4712920547945,68.5630470588235,"nwk"
6,79.8131428571428,81.23,78.494,7,2070-08-24,2070-08-30,235,8,4,0,0,0,4,1,0,78.1167199999999,0.991232876712329,0.996164383561644,0.983561643835616,57.4712920547945,68.5630470588235,"nwk"
7,80.1716,81.968,78.17,5,2070-09-01,2070-09-05,243,9,3,0,0,0,4,1,0,78.1167199999999,0.992328767123288,0.996986301369863,0.98027397260274,57.4712920547945,68.5630470588235,"nwk"
8,79.2905,80.294,78.2780000000001,4,2070-09-11,2070-09-14,253,9,2,0,0,0,2,0,0,78.1167199999999,0.98958904109589,0.993150684931507,0.982191780821918,57.4712920547945,68.5630470588235,"nwk"
9,78.758,79.448,78.4039999999999,3,2071-06-26,2071-06-28,176,6,0,0,0,0,0,0,1,78.1167199999999,0.986027397260274,0.98986301369863,0.983013698630137,57.4712920547945,68.5630470588235,"nwk"
10,79.5272,80.294,78.5480000000001,5,2071-07-02,2071-07-06,182,7,1,0,0,0,2,0,0,78.1167199999999,0.98986301369863,0.993150684931507,0.984109589041096,57.4712920547945,68.5630470588235,"nwk"
11,79.187,80.1499999999999,78.224,2,2071-07-10,2071-07-11,190,7,1,0,0,0,1,0,0,78.1167199999999,0.989315068493151,0.992328767123288,0.981643835616438,57.4712920547945,68.5630470588235,"nwk"
